ipc,context_switches(K/sec),cpu_migrations(/sec),page_faults(/sec),branches(M/sec),branch_misses(%),L1_dcache_loads(M/sec),L1_dcache_load_misses(%),r,b,交换,空闲,缓冲,缓存,si,so,bi,bo,in,cs,us,sy,id,wa,st,min,max,avg,samples/s
0.97,1.98,2.998,40499.2,346.795,0.89,387.34,14.03,8.83,0.17,869829.33,3927350.67,12977.33,396456.0,49.67,191.83,83.83,313.67,3512.5,6545.33,45.5,41.0,13.67,0.0,0.0,0,2,0.22,96
1.0,1.502,3.956,34916.352,397.912,0.79,433.277,14.75,9.17,0.0,866078.0,4185360.0,13264.0,396082.67,55.0,191.83,81.17,293.67,2906.0,5173.83,42.5,43.5,14.17,0.0,0.0,0,2,0.21,94
0.8,3.778,17.948,5359.616,218.959,1.55,256.801,12.79,13.33,1.33,1019320.0,112765.33,6100.0,252135.33,18897.67,70321.67,57783.0,70508.17,8860.17,11153.67,19.17,66.17,13.67,1.0,0.0,0,7,0.88,86
0.94,1.595,4.326,36878.336,363.076,0.81,389.479,15.67,9.67,0.33,941016.0,3835223.33,7590.0,329777.33,7867.83,193.0,19287.5,354.67,5058.67,8454.5,34.83,51.17,13.67,0.33,0.0,0,2,0.31,96
0.86,2.432,25.01,7383.04,243.038,1.35,269.934,11.97,13.17,0.17,1160566.67,103530.0,4398.67,236302.0,699.33,92527.5,40166.67,92758.0,8340.67,8946.33,19.33,66.17,13.67,0.5,0.0,0,5,0.94,86
0.81,2.04,4.823,727.526,281.499,1.02,303.575,15.36,10.67,0.0,990929.33,6421499.33,6520.67,402056.67,1092.33,222.83,15343.5,365.33,4144.17,8078.17,52.67,33.67,13.83,0.17,0.0,0,16,0.25,96
1.19,2.465,5.246,11551.744,439.302,0.71,512.694,10.68,10.33,0.0,966381.33,6157970.67,9193.33,437262.0,380.33,194.17,648.5,302.67,4667.67,8611.67,46.5,39.5,14.0,0.0,0.0,0,3,0.32,96
1.28,2.138,4.446,5224.448,423.931,0.69,677.842,8.06,9.5,0.0,963568.0,5591092.0,9554.67,434440.67,195.67,194.33,284.83,310.83,3404.0,6958.67,54.0,32.17,13.67,0.0,0.0,0,5,0.22,97
1.23,3.307,4.617,12035.072,435.557,0.74,625.869,9.09,10.17,0.0,957422.67,5340206.67,9900.0,441209.33,321.0,194.33,973.5,331.5,5999.17,13296.0,45.33,40.83,13.67,0.17,0.0,0,1,0.14,98
1.14,2.006,5.331,19873.792,396.377,0.8,527.908,10.64,10.67,0.0,956654.67,5230158.67,10170.67,451902.0,190.33,194.33,229.5,330.17,3756.17,6742.17,49.0,37.5,13.83,0.0,0.0,0,2,0.19,97
1.17,2.093,3.953,12136.448,356.361,0.86,558.819,9.68,9.5,0.0,955929.33,4539414.67,10525.33,459808.67,143.67,194.17,372.83,342.67,3845.67,7231.33,49.83,36.17,13.67,0.0,0.0,0,3,0.19,96
1.11,1.612,4.62,20792.32,346.306,0.98,576.484,9.93,9.67,0.0,955076.0,4041563.33,10844.0,456823.33,60.33,194.17,138.83,321.33,2752.83,5646.0,51.0,35.67,13.5,0.0,0.0,0,1,0.07,98
1.01,1.986,10.773,27837.44,298.594,0.94,426.342,12.11,9.33,0.0,889781.33,4164594.0,11434.67,457387.33,175.0,194.5,470.17,373.0,2978.83,7191.17,47.0,39.17,13.5,0.17,0.0,0,4,0.24,96
0.94,2.153,5.483,35431.424,362.919,0.89,389.908,15.73,9.5,0.0,889568.0,4857319.33,11782.67,460351.33,63.67,194.33,158.17,337.5,3571.17,7357.67,43.5,42.83,13.67,0.0,0.0,0,1,0.12,97
0.94,1.862,4.745,36247.552,343.577,0.91,368.414,15.74,10.0,0.0,883044.0,5079204.67,12141.33,464201.33,225.67,195.5,274.83,370.67,3241.0,6466.83,45.33,41.0,13.83,0.0,0.0,0,1,0.24,97
0.95,2.193,16.399,15318.016,321.718,0.92,356.245,13.72,10.83,0.0,1093446.0,3221586.0,12486.67,463620.0,43.0,86028.0,70.17,86171.83,5357.0,7956.67,40.17,46.17,13.83,0.0,0.0,0,1,0.12,98
0.99,1.799,9.355,28241.92,385.414,0.85,430.781,14.39,9.17,0.17,879915.33,4026912.0,12784.0,462836.0,46.33,196.67,73.33,328.5,3420.0,6273.83,46.17,40.0,13.83,0.0,0.0,0,2,0.16,97
1.03,1.964,8.767,15678.464,408.037,0.79,455.364,13.93,9.83,0.17,879615.33,2713849.33,13095.33,462923.33,64.33,196.5,108.0,357.67,3394.67,6855.0,41.67,45.0,13.5,0.0,0.0,0,1,0.1,98
0.92,2.731,17.052,15495.168,310.757,1.54,376.163,11.77,12.83,0.17,922438.0,316149.33,5233.33,275489.33,2511.0,19271.17,38470.67,19449.0,6237.83,9571.5,33.33,52.83,13.67,0.17,0.0,0,6,0.35,96
0.9,2.713,16.686,24577.024,304.877,1.2,339.277,13.41,12.0,0.67,1011957.33,882328.0,2164.0,263744.67,1493.67,17233.17,28248.17,17399.0,5640.83,9099.83,31.17,54.83,13.83,0.17,0.0,0,13,0.38,96
0.92,2.596,14.893,21617.664,308.055,1.46,346.377,12.68,12.17,0.67,1013210.0,617124.67,5053.33,258560.0,746.17,24205.67,26254.83,24420.83,5745.83,8570.0,29.67,56.33,13.67,0.17,0.0,0,3,0.14,97
0.85,2.164,6.2,964.27,339.322,0.98,357.613,15.61,11.17,0.17,1003335.33,6497109.33,6711.33,356606.0,895.5,238.0,17135.17,373.17,4142.0,6932.33,47.17,38.33,14.33,0.33,0.0,0,18,0.57,94
1.14,2.303,6.704,10438.656,411.0,0.7,434.866,11.77,11.33,0.17,969447.33,6154440.0,9423.33,415100.0,1245.5,22044.0,3138.33,22341.17,5039.5,8067.17,40.0,45.83,14.17,0.0,0.0,0,6,0.36,95
1.2,2.042,3.747,6060.032,372.943,0.73,552.112,8.96,12.33,0.0,912106.67,5609129.33,9840.67,422548.0,154.83,199.17,196.33,324.33,3887.5,7523.33,46.67,40.0,13.67,0.0,0.0,0,22,0.37,95
1.07,2.363,16.041,8925.184,349.593,0.85,424.052,10.87,11.33,0.17,1221892.0,5243256.67,10352.67,423898.0,1164.83,99533.67,1392.0,99701.5,6010.33,8403.17,36.67,49.5,13.67,0.17,0.0,0,4,0.39,95
1.11,2.287,4.617,14887.936,332.859,0.89,488.723,10.63,10.83,0.0,897572.0,5019466.67,10696.0,449202.0,76.17,199.67,154.83,330.83,4057.33,8371.5,47.5,38.83,13.67,0.0,0.0,0,6,0.28,96
1.11,2.197,4.073,17112.064,356.852,0.89,559.597,10.56,10.33,0.0,896889.33,4525119.33,11112.0,453291.33,102.17,199.5,167.33,381.5,4238.33,7783.33,43.17,42.83,14.33,0.0,0.0,0,2,0.21,97
1.03,2.242,4.698,24036.352,338.131,0.89,464.089,12.24,10.0,0.0,883418.67,4563594.67,11552.0,451198.0,93.5,199.83,125.67,377.67,3853.83,7637.33,41.83,44.67,13.5,0.0,0.0,0,2,0.14,96
0.78,17.245,4.121,30758.912,202.855,1.27,307.611,13.92,9.83,0.17,882608.0,4473191.33,12049.33,451230.67,76.83,199.83,139.17,361.67,23570.67,54929.67,26.17,59.17,14.83,0.0,0.0,0,2,0.24,97
0.96,2.17,3.747,28551.168,371.656,0.85,402.799,15.24,11.33,0.0,873900.0,4241366.67,12358.67,451859.33,102.17,201.0,167.0,293.5,4427.67,8658.17,39.5,46.5,14.0,0.17,0.0,0,4,0.24,97
0.97,1.999,4.243,27339.776,353.995,0.85,385.239,15.16,10.83,0.0,873345.33,4247452.0,12666.67,454752.0,76.17,201.0,156.17,367.5,3605.67,6715.67,39.83,46.83,13.83,0.0,0.0,0,2,0.12,97
0.97,2.271,9.194,25743.36,367.083,0.86,401.801,14.54,11.67,0.0,872918.67,4570969.33,12991.33,454475.33,70.17,200.83,98.33,359.33,3960.33,7575.17,41.33,45.0,13.67,0.0,0.0,0,1,0.2,97
0.95,2.285,21.31,10955.776,315.299,0.9,349.574,14.19,11.67,0.0,1007900.67,2304578.67,13355.33,457448.67,52.83,66718.17,142.17,66957.33,5626.67,8095.67,37.33,48.67,14.17,0.0,0.0,0,8,0.26,97
1.01,2.07,4.248,24112.128,387.338,0.79,426.096,14.52,10.83,0.0,870582.0,2383613.33,13734.67,453399.33,73.5,202.0,119.5,341.83,3898.5,7405.17,38.33,48.33,13.67,0.0,0.0,0,1,0.13,98
0.9,2.09,15.046,23232.512,293.653,0.91,322.564,14.72,10.83,0.5,967469.33,609420.67,13271.33,427050.67,54.17,60473.33,104.17,60638.5,5768.33,6364.17,31.67,54.0,14.0,0.17,0.0,0,2,0.29,95
0.91,2.306,18.427,20675.584,306.126,1.24,336.672,12.91,13.17,1.0,935452.0,439062.67,6609.33,251947.33,613.83,43010.17,29147.83,43158.0,6139.5,7864.5,26.17,60.0,13.5,0.33,0.0,0,3,0.26,94
0.86,2.599,19.049,20627.456,268.374,1.25,294.96,13.57,14.0,0.5,929448.0,603171.33,5148.67,241159.33,1077.17,22179.33,27904.83,22349.17,6165.17,8346.17,27.17,59.0,13.5,0.33,0.0,0,6,0.27,97
0.67,2.61,6.407,935.473,281.135,0.79,276.927,17.67,8.67,0.17,942947.33,6364344.67,8191.33,368634.0,970.67,240.67,15981.5,396.5,4977.17,9287.0,34.67,49.83,15.33,0.17,0.0,0,15,0.49,95
1.11,1.962,5.87,20537.344,423.397,0.55,507.767,11.45,7.33,0.17,940541.33,6122548.67,9436.67,406577.33,725.33,206.0,1644.83,384.5,3623.67,6965.33,27.33,57.67,15.0,0.0,0.0,0,1,0.18,97
1.18,1.808,4.495,18000.896,466.579,0.52,596.725,10.24,8.17,0.17,936018.67,5628676.0,9816.0,420655.33,85.33,206.0,146.33,291.17,3542.17,6621.67,29.67,55.5,14.83,0.0,0.0,0,1,0.11,97
1.37,1.504,7.782,2277.376,475.508,0.61,809.852,7.0,8.67,0.17,935549.33,4971325.33,10136.67,419927.33,779.33,205.83,1767.83,345.0,3003.5,5435.83,34.33,50.67,15.0,0.17,0.0,0,1,0.14,98
1.26,2.185,7.073,19642.368,470.185,0.47,650.324,8.99,7.33,0.0,934994.67,4955340.0,10468.0,431913.33,290.0,205.83,378.17,369.0,3944.0,8052.0,28.5,56.17,15.17,0.0,0.0,0,1,0.06,98
0.87,17.097,8.698,22262.784,226.374,0.8,339.718,10.03,6.17,0.0,1452304.0,4539326.67,10861.33,433123.33,85.33,83277.0,243.5,83444.83,21484.83,56564.0,17.67,64.33,17.83,0.0,0.0,0,2,0.11,98
1.16,1.98,6.451,19880.96,391.173,0.64,598.684,10.03,7.5,0.17,841796.0,4297863.33,11185.33,433146.67,96.67,206.83,152.17,362.67,3544.83,7190.17,31.83,53.17,15.17,0.0,0.0,0,1,0.13,97
1.14,1.893,8.482,14822.4,334.942,0.68,593.162,9.57,8.17,0.0,841540.0,3181433.33,11643.33,437602.67,95.83,206.67,211.0,362.5,3333.0,6462.67,32.0,52.17,16.0,0.0,0.0,0,1,0.16,97
1.06,2.069,9.947,21076.992,328.101,0.71,533.251,10.75,8.0,0.0,840648.67,3178827.33,12047.33,435007.33,76.5,5928.67,172.17,6103.17,3875.17,6871.17,28.17,56.33,15.0,0.0,0.0,0,1,0.14,97
1.03,1.656,6.729,19806.208,353.555,0.67,506.244,11.91,8.17,0.0,834255.33,2928012.0,12507.33,439292.0,91.83,209.33,693.83,351.17,3004.0,5910.17,27.0,58.17,15.17,0.0,0.0,0,1,0.16,96
0.84,2.394,6.785,41945.088,322.867,0.69,318.317,17.77,8.83,0.0,833978.0,4448966.0,12872.0,444460.67,45.83,209.17,126.17,296.33,4319.17,8366.33,23.5,61.5,15.0,0.0,0.0,0,3,0.19,97
0.86,1.91,6.37,41825.28,354.178,0.69,356.023,17.57,6.5,0.0,833714.0,3618684.0,13162.67,442068.0,53.83,209.17,121.33,360.33,3597.67,6787.17,22.33,62.5,15.0,0.0,0.0,0,1,0.1,98
0.86,1.94,6.034,45642.752,359.097,0.65,354.497,17.22,8.33,0.17,833464.67,4385355.33,13568.0,440936.67,53.17,209.0,137.33,364.17,3257.0,6715.83,23.33,61.83,15.0,0.0,0.0,0,1,0.13,98
0.85,3.287,15.392,17831.936,287.265,0.94,303.658,15.86,8.5,1.17,1064155.33,1576977.33,6713.33,275324.0,35950.5,42080.33,71474.67,42272.33,9283.5,12830.0,13.67,69.17,15.5,1.5,0.0,0,10,0.36,94
0.83,2.406,25.395,8135.68,265.432,1.14,282.218,12.66,11.0,1.0,1168106.67,102066.67,2607.33,215113.33,1207.33,95761.17,27064.5,95907.0,8957.17,8009.83,9.33,75.67,13.33,1.17,0.0,0,9,0.29,96
0.9,2.338,7.57,33905.664,366.551,0.96,382.254,15.66,8.83,0.0,937673.33,3223442.67,3557.33,359468.67,918.33,212.67,14894.33,364.5,4645.33,8605.17,19.5,64.83,15.17,0.5,0.0,0,16,0.35,96
0.76,2.155,5.079,664.44,313.297,0.82,315.132,16.52,8.5,0.17,936209.33,6312012.67,4338.67,388874.0,235.5,239.33,373.0,405.17,4327.33,7918.33,41.5,43.83,14.5,0.0,0.0,0,2,0.2,97
1.15,1.642,7.994,13580.288,445.616,0.58,511.284,11.25,7.83,0.0,941844.0,6078746.67,4828.0,399482.0,107.5,22058.0,195.17,22188.5,3869.17,6176.33,35.33,50.33,14.33,0.0,0.0,0,2,0.45,95
1.26,2.039,9.601,1679.36,384.433,0.63,607.497,8.22,9.33,0.0,870096.0,5521367.33,5198.67,400456.67,720.17,6768.5,984.33,6929.0,4031.83,7094.17,39.33,46.0,14.83,0.0,0.0,0,1,0.13,98
1.31,1.834,4.955,4091.904,450.746,0.58,719.719,7.9,8.33,0.0,859438.67,5037236.0,6534.0,409360.67,346.83,213.5,1477.67,386.0,3473.33,7141.83,40.83,44.83,14.5,0.0,0.0,0,2,0.15,97
1.18,1.831,2.949,20166.656,454.571,0.59,565.651,10.88,9.33,0.17,858884.0,5017680.67,7046.67,419103.33,128.83,213.5,216.33,374.67,3713.83,6679.33,32.67,52.83,14.5,0.0,0.0,0,16,0.43,96
0.91,20.492,4.162,18769.92,221.404,0.94,383.823,10.07,7.5,0.0,858500.0,4850332.0,7604.0,420621.33,52.83,213.33,113.67,382.5,28994.33,68119.33,17.17,67.67,15.67,0.0,0.0,0,2,0.26,98
1.15,2.292,3.412,23956.48,319.721,0.8,562.458,9.06,7.67,0.0,858158.67,4234302.67,7860.67,418353.33,72.83,213.33,159.0,353.17,4142.33,7986.67,46.0,40.33,13.83,0.0,0.0,0,1,0.07,98
1.16,2.036,5.202,13304.832,352.821,0.81,603.071,9.59,8.17,0.0,857945.33,3456530.67,8368.67,428607.33,474.83,213.17,2212.67,376.33,4045.33,7457.33,38.17,47.67,14.17,0.0,0.0,0,1,0.07,97
0.97,1.575,4.581,37525.504,385.182,0.72,448.887,14.73,8.33,0.17,857604.0,4122690.0,8802.67,433552.0,54.17,213.17,126.33,367.0,2548.17,5657.33,31.0,54.5,14.33,0.0,0.0,0,2,0.14,97
0.93,2.04,4.618,34479.104,333.371,0.77,386.307,15.11,8.0,0.0,857348.0,3535382.0,9153.33,434652.67,56.17,213.0,97.0,302.83,3542.5,7012.33,30.83,54.83,14.33,0.17,0.0,0,1,0.11,98
0.9,1.676,5.783,42876.928,377.277,0.74,379.424,16.96,8.33,0.33,857049.33,4445632.0,9554.67,432363.33,50.83,212.83,232.83,399.5,3298.83,6280.67,29.5,55.83,14.5,0.0,0.0,0,1,0.2,98
0.91,2.428,3.373,37911.552,380.375,0.74,392.605,15.9,8.5,0.0,856665.33,4295769.33,9905.33,433122.0,73.5,212.83,102.83,379.33,3848.83,8350.17,31.17,55.0,14.0,0.0,0.0,0,2,0.21,95
0.93,2.154,4.453,34708.48,382.841,0.72,402.323,16.22,8.67,0.0,856324.0,3605395.33,10214.67,436270.0,54.17,212.67,169.5,355.83,3712.83,7542.0,31.83,54.17,14.17,0.0,0.0,0,1,0.16,97
0.9,2.622,16.496,13005.824,305.291,1.11,339.982,14.07,9.0,0.0,888280.67,1717196.67,4506.67,247120.67,2666.17,10674.5,27162.17,10830.33,5717.17,9140.17,24.17,60.83,14.67,0.33,0.0,0,23,0.58,93
0.88,2.501,25.029,11054.08,276.949,1.18,303.055,12.32,11.5,1.67,1047871.33,200884.67,3433.33,230585.33,1186.83,84634.33,47164.33,84794.33,7325.17,7981.17,14.5,70.83,13.5,1.0,0.0,0,8,0.42,92
0.87,2.398,25.225,10113.024,268.712,1.17,293.07,12.41,13.33,0.5,1071479.33,190291.33,2884.67,213187.33,1533.5,73261.83,40809.17,73429.17,6674.83,8236.5,15.17,70.5,13.5,1.0,0.0,0,3,0.2,95
0.79,2.399,7.118,1162.24,309.266,0.98,327.406,15.65,9.0,0.17,928397.33,6424916.0,8378.67,353887.33,512.17,234.33,10245.67,366.83,3925.17,7508.33,47.33,38.5,13.83,0.17,0.0,0,2,0.24,97
1.14,1.759,10.149,11708.416,407.227,0.69,476.237,11.29,9.33,0.17,931830.0,6105570.0,9564.0,399381.33,533.0,22063.0,3624.5,22240.83,3739.17,6009.83,39.5,46.33,14.0,0.0,0.0,0,6,0.28,95
1.25,2.331,4.408,4841.472,412.86,0.67,655.363,8.26,8.67,0.0,919658.67,5548201.33,10050.67,408517.33,213.0,217.83,343.17,406.33,4007.67,8085.67,47.33,39.17,13.17,0.0,0.0,0,1,0.09,98
1.13,2.164,15.444,8528.896,358.909,0.72,467.877,10.03,10.0,0.0,1211830.67,5199205.33,10426.67,410312.0,178.17,89001.17,250.5,89183.67,5064.67,7706.17,34.67,51.67,13.5,0.17,0.0,0,2,0.38,95
1.1,1.723,5.163,20172.8,395.683,0.71,447.96,12.45,10.17,0.0,891908.0,5303387.33,10760.0,411952.0,84.83,219.0,161.83,340.17,3091.17,6209.0,38.0,48.33,13.67,0.17,0.0,0,5,0.36,95
1.14,2.365,4.539,17588.224,354.686,0.83,552.967,9.92,9.5,0.0,890670.67,4688410.67,11040.0,412638.67,77.5,218.83,157.33,322.0,4334.5,8308.17,46.33,39.5,14.0,0.0,0.0,0,4,0.27,97
1.11,1.536,5.579,21495.808,352.61,0.81,575.824,10.19,9.5,0.33,890500.0,4078776.0,11538.67,415958.0,156.17,218.67,248.5,370.67,2882.17,5439.67,40.33,45.83,13.5,0.0,0.0,0,3,0.29,93
1.01,1.628,6.363,30344.192,365.256,0.81,470.177,13.16,10.17,0.17,885321.33,4330522.67,12002.67,430378.67,740.83,219.0,961.0,332.33,3192.67,5774.17,36.67,49.67,13.5,0.0,0.0,0,8,0.27,96
0.93,1.7,4.869,38494.208,370.169,0.82,386.785,16.36,10.0,0.0,884980.0,4607947.33,12382.0,434272.67,52.83,219.0,83.83,366.83,3134.33,6439.0,36.83,49.67,13.67,0.0,0.0,0,1,0.11,98
0.91,2.231,6.52,37042.176,362.271,0.86,377.501,16.47,10.5,0.17,884510.67,4801173.33,12788.0,431476.67,70.83,218.83,105.83,346.67,4074.83,7790.17,37.17,48.67,13.83,0.0,0.0,0,1,0.14,97
0.98,1.7,4.536,29977.6,391.557,0.76,414.547,15.28,10.17,0.17,884340.0,4175264.0,13108.0,433364.67,50.17,218.83,80.33,360.67,3309.67,5965.83,36.17,50.0,13.67,0.0,0.0,0,3,0.26,93
0.93,1.959,5.279,31950.848,352.039,0.79,367.392,16.07,9.17,0.0,884126.67,3877839.33,13397.33,431831.33,108.17,218.67,210.33,389.17,3781.83,6735.0,33.67,52.0,14.33,0.0,0.0,0,1,0.11,97
0.96,2.138,5.952,22456.32,370.132,0.77,403.183,14.81,9.67,0.17,883956.0,3523759.33,13717.33,434426.67,54.83,218.5,85.67,353.17,3759.0,7239.0,34.33,52.0,13.5,0.0,0.0,0,1,0.23,97
0.88,2.742,19.453,10038.272,280.782,1.25,318.929,12.85,11.17,0.17,972832.67,195504.0,4956.0,245234.67,16454.83,43568.5,37699.83,43740.33,7046.67,8600.17,25.67,60.17,13.67,0.33,0.0,0,5,0.24,95
0.87,2.068,16.3,20166.656,300.157,0.83,319.13,15.06,11.17,0.17,1046592.0,440528.0,3978.0,314552.0,137.33,71772.83,10319.0,71912.67,8987.17,7190.17,22.0,63.67,13.67,0.5,0.0,0,13,0.55,94
0.89,2.365,23.168,19464.192,293.714,1.19,318.754,13.04,13.17,0.17,1005604.67,385385.33,1433.33,207342.0,329.83,56715.5,31405.67,56888.0,6023.0,8042.33,23.5,62.33,13.33,0.5,0.0,0,1,0.12,97
0.81,2.393,8.411,902.351,293.809,1.0,311.604,15.74,11.5,0.0,947730.0,6452329.33,2470.67,331107.33,767.5,235.33,19033.5,381.17,4594.33,8234.67,46.33,40.0,13.67,0.17,0.0,0,13,0.44,95
1.13,1.948,9.325,10061.824,413.501,0.74,463.102,11.64,10.83,0.33,948726.67,6192706.67,4540.67,373297.33,534.83,22067.33,2982.5,22231.83,4343.5,7147.33,44.17,41.83,13.83,0.0,0.0,0,5,0.32,96
1.27,2.852,6.194,1220.608,403.614,0.73,662.141,7.91,10.83,0.17,939736.0,5552012.67,4930.67,389265.33,7937.5,222.0,9585.67,379.83,5904.5,10529.17,46.5,40.17,13.17,0.17,0.0,0,1,0.19,97
1.23,2.179,3.289,7313.408,439.629,0.72,609.121,9.53,11.83,0.33,937773.33,5233745.33,5221.33,394190.67,123.5,221.83,386.33,372.5,4036.17,7574.83,47.33,39.5,13.17,0.0,0.0,0,2,0.18,97
1.09,1.99,15.224,8775.68,317.057,0.91,477.989,10.45,10.5,0.0,974401.33,4853266.0,5589.33,399672.0,638.83,26843.17,1167.17,27024.33,4200.5,6601.67,40.0,46.17,13.83,0.0,0.0,0,12,0.28,96
1.07,2.208,16.236,8864.768,336.557,0.85,461.365,10.14,10.83,0.0,1566590.67,4232283.33,5925.33,409176.67,76.17,134775.67,229.67,134906.17,4755.67,7608.0,40.33,46.5,13.33,0.0,0.0,0,5,0.38,96
1.18,1.532,9.611,12954.624,372.81,0.86,616.387,9.61,10.0,0.5,871040.0,3926228.67,6236.0,409184.0,76.17,223.67,186.67,380.83,2905.17,5432.0,47.17,39.17,13.5,0.0,0.0,0,1,0.31,94
0.93,2.318,21.512,12527.616,285.711,0.98,313.742,13.83,11.17,0.17,1186446.0,3651506.0,6580.67,411433.33,727.5,98584.33,1038.83,98747.5,5201.67,7920.33,35.5,50.5,13.67,0.17,0.0,0,11,0.49,92
0.96,2.41,19.607,10221.568,313.522,0.88,344.522,13.07,11.17,0.0,1081168.0,3715128.0,6902.67,413224.67,82.83,93556.83,113.67,93689.33,5781.67,8322.83,35.0,51.33,13.67,0.0,0.0,0,3,0.24,95
0.98,1.791,4.539,28391.424,390.342,0.82,418.258,14.61,10.33,0.0,864656.0,4695262.67,7256.0,410524.0,67.5,226.0,110.33,376.67,3488.17,6494.33,40.17,46.5,13.5,0.0,0.0,0,4,0.26,95
0.97,1.936,26.026,13577.216,328.355,0.87,360.789,13.09,10.83,0.17,1070536.67,3015095.33,7574.67,415055.33,50.17,94536.67,81.0,94658.5,4782.67,6332.5,37.83,48.67,13.67,0.0,0.0,0,1,0.16,94
0.96,1.624,9.238,29349.888,354.927,0.89,387.668,14.89,10.83,0.0,862013.33,3979317.33,7866.67,416222.67,47.5,227.17,79.0,349.0,3022.17,5916.5,44.33,42.67,13.17,0.0,0.0,0,5,0.35,96
0.98,1.735,4.12,27512.832,392.139,0.81,424.153,15.36,11.33,0.0,861420.67,3269128.0,8120.0,413014.0,58.83,228.33,145.5,373.0,3215.5,6201.5,39.67,47.0,13.5,0.0,0.0,0,3,0.28,96
0.89,2.892,18.014,14584.832,290.219,1.32,335.97,13.03,11.67,0.17,933796.0,320712.0,4465.33,263099.33,4292.67,41709.0,33686.83,41842.17,6381.33,8972.0,30.17,56.33,13.17,0.33,0.0,0,5,0.36,95
0.9,2.13,13.966,30479.36,308.751,0.95,338.916,14.61,11.5,0.0,974104.67,1046251.33,7156.67,353382.0,346.33,31270.5,13762.67,31435.67,5366.83,7500.83,34.0,52.5,13.33,0.17,0.0,0,7,0.26,97
0.91,2.545,17.101,22262.784,320.8,1.14,349.631,13.23,12.83,0.33,1031030.0,560160.0,3712.0,221317.33,938.83,45957.67,29104.5,46123.0,6035.0,8802.17,25.0,61.33,13.67,0.0,0.0,0,2,0.1,97
